respondent_id,xyz_prob,seasonal_prob
0,0.972923178650599,0.027076821349400988
1,0.5798479373976978,0.4201520626023022
2,0.9888980658315188,0.011101934168481162
3,0.9735230213703434,0.026476978629656638
4,0.9858476005642375,0.014152399435762547
5,0.9561892253987475,0.04381077460125248
6,0.9839070505611018,0.01609294943889814
7,0.365695977188254,0.634304022811746
8,0.9684219981080391,0.031578001891960916
9,0.8615874869632134,0.1384125130367866
10,0.9717152021303088,0.0282847978696912
11,0.8509434162592884,0.14905658374071157
12,0.8900689976098117,0.10993100239018826
13,0.9817096686316504,0.018290331368349524
14,0.46122195080299544,0.5387780491970046
15,0.9528503593632689,0.047149640636731056
17,0.966884133572413,0.03311586642758698
18,0.5750919886555903,0.42490801134440975
19,0.8435951301866182,0.15640486981338175
20,0.9117606425098188,0.08823935749018114
21,0.4322786528666809,0.5677213471333191
22,0.6610484007721223,0.33895159922787765
23,0.9052168084196957,0.09478319158030432
25,0.9841851968784557,0.015814803121544315
27,0.9677653352873731,0.032234664712626954
28,0.9816422326079731,0.018357767392026856
29,0.8498505022322502,0.15014949776774983
30,0.9721009485163838,0.027899051483616124
32,0.859095748612963,0.14090425138703702
33,0.2765651389144711,0.7234348610855289
34,0.7444829171288988,0.2555170828711012
35,0.42382349490919824,0.5761765050908018
36,0.8954532893985796,0.1045467106014204
37,0.9846962649054715,0.015303735094528578
40,0.654106272567387,0.345893727432613
41,0.33920346336851204,0.660796536631488
42,0.9936046124334598,0.0063953875665402485
43,0.6861051048667386,0.31389489513326146
44,0.9893595928446642,0.010640407155335764
45,0.9898707349469924,0.010129265053007572
46,0.7324146939490972,0.2675853060509028
47,0.6565978843256657,0.34340211567433426
48,0.7451878448685099,0.25481215513149014
49,0.44688060516739314,0.5531193948326069
50,0.8901428567040202,0.10985714329597988
51,0.8687958345552707,0.1312041654447294
52,0.9316408966712914,0.06835910332870863
53,0.935047632397312,0.06495236760268798
55,0.8594956114987904,0.1405043885012096
58,0.9057486801152034,0.09425131988479661
59,0.9286295239390291,0.07137047606097092
60,0.14623384139518603,0.853766158604814
61,0.9395656241163589,0.06043437588364108
62,0.9823421596863948,0.01765784031360518
65,0.9930816687348777,0.006918331265122264
66,0.9746148081125438,0.025385191887456277
67,0.8346009401512313,0.16539905984876868
69,0.9323457522836046,0.06765424771639536
70,0.9766009055734847,0.023399094426515374
71,0.8902272602705557,0.10977273972944433
72,0.8441189836190462,0.15588101638095375
73,0.8752670758328921,0.12473292416710788
74,0.513076137390185,0.486923862609815
76,0.9293127844826626,0.07068721551733737
77,0.7902569532686127,0.20974304673138736
79,0.7835035995087356,0.21649640049126437
80,0.9797524280868436,0.020247571913156386
81,0.8374529357185797,0.16254706428142027
82,0.28243695532818314,0.7175630446718169
83,0.5105003708879965,0.48949962911200356
85,0.25623534731369835,0.7437646526863017
86,0.9501788322691163,0.0498211677308838
87,0.9469393634475238,0.053060636552476136
88,0.9710788162539226,0.028921183746077495
89,0.9502530564054652,0.04974694359453482
92,0.9649039805044117,0.03509601949558823
93,0.7549457829541528,0.24505421704584723
95,0.4590438132476159,0.5409561867523841
96,0.14476691774114037,0.8552330822588596
97,0.8471846304149341,0.15281536958506592
98,0.9516170243417694,0.04838297565823056
99,0.943584520791482,0.05641547920851796
100,0.8961766954254292,0.10382330457457077
101,0.07265995965077565,0.9273400403492243
102,0.8295493013114172,0.17045069868858273
103,0.9694552564960818,0.030544743503918188
106,0.9792940348692847,0.0207059651307153
107,0.7654714919937705,0.23452850800622946
108,0.7786408199794344,0.22135918002056565
109,0.956695272917339,0.04330472708266096
110,0.11922078791429558,0.8807792120857044
112,0.31863834057053053,0.6813616594294695
113,0.9739288914507259,0.02607110854927412
114,0.9559462937169733,0.04405370628302675
116,0.841712693935516,0.158287306064484
117,0.6120335233445742,0.3879664766554259
118,0.8754675600094642,0.12453243999053579
119,0.9523315941768257,0.04766840582317436
120,0.9889574560320441,0.011042543967955913
121,0.903192312692249,0.09680768730775102
122,0.15558752795049113,0.8444124720495089
123,0.40266015115406295,0.597339848845937
124,0.76736102806024,0.23263897193976005
125,0.9688004361749695,0.031199563825030547
126,0.9668424733201926,0.033157526679807474
127,0.5921817574281814,0.40781824257181865
128,0.8253725836064227,0.17462741639357723
129,0.9559629032108711,0.04403709678912893
130,0.9150387315534889,0.08496126844651104
131,0.9715290785976525,0.02847092140234748
132,0.8618586005782913,0.1381413994217087
133,0.8191931700426499,0.1808068299573501
134,0.7443439074232152,0.2556560925767848
135,0.9284306481958894,0.07156935180411059
136,0.1292305114752823,0.8707694885247177
137,0.9354930079820838,0.06450699201791626
138,0.9388110698528406,0.06118893014715939
139,0.9925516232427654,0.007448376757234645
140,0.6339173807735974,0.3660826192264026
141,0.9218817281137781,0.07811827188622192
142,0.9840523466007444,0.015947653399255645
143,0.818214963200826,0.18178503679917407
144,0.9047628551736493,0.09523714482635075
145,0.9758933316278138,0.024106668372186214
146,0.49557635626331076,0.5044236437366892
147,0.8532711213784748,0.14672887862152514
148,0.8521869320013573,0.1478130679986427
149,0.9851659198244425,0.014834080175557592
150,0.7843068920443794,0.21569310795562052
151,0.6892207232258009,0.31077927677419914
152,0.9636115474788217,0.03638845252117831
153,0.9889715230001559,0.011028476999844095
155,0.9266686658516734,0.07333133414832663
156,0.8225485293365462,0.17745147066345382
157,0.9170218372450556,0.08297816275494435
159,0.8360077534088091,0.16399224659119088
160,0.8981273163268799,0.10187268367312009
161,0.9831096117656115,0.016890388234388484
163,0.959449748222124,0.04055025177787593
164,0.8337484026896215,0.1662515973103785
165,0.8407278265171789,0.15927217348282102
166,0.4380807566087146,0.5619192433912854
167,0.7587060736967156,0.24129392630328436
168,0.35721833423244687,0.6427816657675531
169,0.834563238686465,0.16543676131353505
171,0.8189133825923762,0.1810866174076238
172,0.3709206209927455,0.6290793790072545
173,0.9772369708293646,0.022763029170635437
174,0.9216081401349572,0.07839185986504284
176,0.8983606871561711,0.10163931284382882
177,0.8670501290073506,0.13294987099264946
178,0.8527732161395771,0.14722678386042287
179,0.8160824586410101,0.18391754135898983
180,0.9975918255399439,0.002408174460056117
181,0.9459474342449118,0.05405256575508819
182,0.8262271571558004,0.17377284284419958
184,0.9827383964832539,0.017261603516746066
185,0.27128354102665164,0.7287164589733484
186,0.9089100615812999,0.09108993841870006
187,0.9366424747729817,0.06335752522701835
188,0.9312744717246433,0.0687255282753567
190,0.8566674542014703,0.14333254579852978
191,0.9807944154252479,0.01920558457475212
192,0.2021572179416844,0.7978427820583156
193,0.7067700491466462,0.2932299508533538
194,0.6357943156842292,0.3642056843157708
195,0.24291251133850578,0.7570874886614942
196,0.6461191333840197,0.3538808666159802
197,0.9062683310312049,0.09373166896879515
199,0.6847814598501715,0.31521854014982853
200,0.8715260819655184,0.12847391803448166
201,0.8839695631183918,0.11603043688160823
202,0.9719304239701129,0.028069576029887116
204,0.37810388291725117,0.6218961170827488
206,0.9539424037922452,0.0460575962077548
207,0.7121634800221239,0.28783651997787607
208,0.9847022485733746,0.01529775142662536
209,0.6583889140703174,0.34161108592968265
210,0.9729479718625952,0.02705202813740478
211,0.98215966285827,0.01784033714172993
212,0.10090071169163906,0.8990992883083609
213,0.7599808946363608,0.2400191053636392
214,0.9201884955481207,0.07981150445187937
215,0.2666509586721283,0.7333490413278717
216,0.9018644037290736,0.09813559627092634
217,0.99162100896472,0.008378991035279934
218,0.9482997436052047,0.051700256394795224
219,0.5245927633960532,0.47540723660394674
220,0.9638561847084351,0.03614381529156483
221,0.9675778906481077,0.03242210935189224
222,0.9499388913092629,0.05006110869073705
223,0.9451123152698807,0.05488768473011933
224,0.9228485616247794,0.07715143837522069
228,0.31419015752169654,0.6858098424783035
229,0.9596083511813259,0.04039164881867412
230,0.8786385598884463,0.12136144011155374
231,0.9529999728162148,0.04700002718378517
233,0.995268489182808,0.004731510817192084
234,0.8054570851039773,0.19454291489602277
236,0.7459384252713279,0.254061574728672
238,0.7358190046933204,0.2641809953066796
239,0.977781197042348,0.022218802957651964
240,0.9440201851218244,0.055979814878175646
241,0.9387020904281866,0.06129790957181338
242,0.9468028469477552,0.053197153052244824
244,0.8436429840017494,0.15635701599825058
245,0.9828133705619733,0.017186629438026728
246,0.9188156369875655,0.08118436301243445
247,0.6218297511236424,0.37817024887635764
248,0.8269222052423422,0.17307779475765783
250,0.7222662779699791,0.2777337220300209
251,0.9426895311901264,0.057310468809873574
252,0.9566476238085048,0.043352376191495214
253,0.6725458523949605,0.32745414760503955
254,0.6825413110665952,0.3174586889334048
255,0.45896194057465745,0.5410380594253426
256,0.9732755238244809,0.026724476175519107
257,0.7263111931693521,0.2736888068306479
258,0.9777422390018028,0.022257760998197203
260,0.7861989370278101,0.21380106297218993
